year,issue,issue_link,article_link,title,authors,affiliation,annotation,tags
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0004_bourdieu-canonised.php,Bourdieu Canonised?,William Outhwaite,Newcastle University,"This article examines Pierre Bourdieu's canonical status among the sociologists of the second half of the 20th century. Particular attention is given to his own work, and other work inspired by his approach, on European integration and post-communist transition.","Klíčová slova: Bourdieu, canons in social theory, European integration, post-communist transition"
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0007_charles-goodhart-and-manoj-pradhan-the-great-demographic-reversal-ageing-societies-waning-inequality-and-an.php,"Charles Goodhart and Manoj Pradhan: The Great Demographic Reversal: Ageing Societies, Waning Inequality, and an Inflation Revival",Risto Conte Keivabu,"Max Planck Institute for Demographic Research, Rostock",,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0008_oded-galor-the-journey-of-humanity-the-origins-of-wealth-and-inequality.php,Oded Galor: The Journey of Humanity: The Origins of Wealth and Inequality,Nora Natalia Kannisto,"University of Southern Denmark, Odense",,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0009_juliana-bidadanure-justice-across-ages-treating-young-and-old-as-equals.php,Juliana Bidadanure: Justice Across Ages: Treating Young and Old as Equals,Frederik Pfeiffer,University of Gothenburg,,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0010_katie-martin-evolving-education-shifting-to-a-learner-centered-paradigm.php,Katie Martin: Evolving Education: Shifting to a Learner-Centered Paradigm,Nanna Rahbek Jørgensen,"Kontoret for Frie Skoler, Denmark",,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0011_bryn-rosenfeld-the-autocratic-middle-class-how-state-dependency-reduces-the-demand-for-democracy.php,Bryn Rosenfeld: The Autocratic Middle Class. How State Dependency Reduces the Demand for Democracy,Sergiu Delcea,"New Europe College, Bucharest",,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0005_lydia-gresakova-zuzana-tabackova-spolka-eds-mapping-the-in-between-interdisciplinary-methods-for-envision.php,"Lýdia Grešáková, Zuzana Tabačková, Spolka (eds): Mapping the In-Between. Interdisciplinary Methods for Envisioning Other Futures",Barbora Jelinkova,"Masaryk University, Brno",,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0006_communism-political-power-and-personal-freedom-in-marx-beyond-the-dualism-of-realism.php,"Communism, Political Power, and Personal Freedom in Marx: Beyond the Dualism of Realism",Wen Fu,"College of Marxism, Shaanxi",,
2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0012_vera-szabari-ed-disz-kontinuitasok-a-magyar-sociologia-1960-es-2010-k-zt-dis-continuities-hungarian-s.php,Vera Szabari (ed.): (Disz)kontinuitások. A magyar sociológia 1960 és 2010 közt. ((Dis)continuities. Hungarian Sociology between 1960 and 2010),Zoltán Rostás,University of Bucharest,,
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0009_pandemie-jako-sociologicky-problem-krize-instituci.php,Pandemie jako sociologický problém: krize institucí,"Jaroslava Hasmanová Marhánková1, Anna Durnová2, Ondřej Císař1, 3","1
Fakulta sociálních věd UK, Praha;2
Universität Wien;3
Sociologický ústav AV ČR, v. v. i.",,
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0001_why-teachers-do-not-take-child-sick-leave-emotional-strategies-micropolitics-and-the-self-conception-of-teac.php,"Proč učitelky nechodí na ošetřovačku? Emoční strategie, mikropolitiky a sebepojetí učitelek s malými dětmi v době pandemie","Magdalena Mouralová, Eva M. Hejzlarová","Fakulta sociálních věd UK, Praha","Czechia had one of the longest school lockdowns during the pandemic in 2020 and 2021. Teachers with small children consequently faced a number of emotional dilemmas that primarily stemmed from the conflict between their role as a teacher and their role as a parent, which unfolded in the home as the one and only space in which to perform work, family care, and self-care. The paper is organised around the question of why teachers in this difficult situation did not take advantage of child sick leave, a public policy measure that could have helped them to reduce this conflict and to care for their children and their own mental health. In this study we draw on research into the emotional dimensions of public policies, micropolicies and micropolitics, and the self-conception of teachers. The analysis is based on a data sample of public policy documents, interviews with nine teachers, and discussion threads in a public Facebook group dedicated to teachers. We found that the main reasons teachers did not take child sick leave were their emotionally strongly sense of the imperatives attached to their self-conception as a teacher and supported by the micropolitics of schools, and their perception of child sick leave as representing uncertainty and failure rather than relief. Child sick leave has moreover been recognised as a public policy measure that is anchored in the modern separation of the public (work) and the private (family, care) spheres, which in the conditions of the pandemic crisis revealed its limitations.","Klíčová slova: care, teachers, emotions, micropolicies, micropolitics, self-concept, pandemic, child sick leave"
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0002_family-as-a-substitute-for-school-the-distribution-of-educational-responsibilities-during-two-waves-of-the-cov.php,Rodina jako substituce školy? K distribuci vzdělávací zodpovědnosti ve dvou vlnách pandemie covidu-19 v České republice,"Ondrej Kaščák1, 2, Yvona Kostelecká1, Tereza Komárková1, Veronika Novotná1","1
Filozofická fakulta UK, Praha;2
Pedagogická fakulta Trnavskej univerzity v Trnave","The worldwide crisis caused by the COVID-19 pandemic forced many states to adopt strict anti-COVID measures aimed at social distancing. In the field of education, this involved closing schools and the continuation of education at home. In the Czech Republic, schools first closed in March 2021; the school closures lasted, with a few interruptions, for more than a year. Some educational functions that were traditionally performed by schools were temporarily transferred to parents of school-age children. This fact was a challenge for both schools and families and led to a temporary change in the distribution of educational responsibilities between the school and the family. From March to September 2021, we conducted a series of semi-structured interviews with the parents of children in primary schools who participated in their children's education during the school closures. The data were analysed by means of a thematic analysis. The aim of the study was to shed light on the nature of parents' educational involvement, describe new pedagogical aspects of parenthood that were not a part of it before the mass introduction of remote learning, and understand the reconfiguration of the relationship between school and family. The analysis of the data showed that the transfer of some educational responsibilities onto the shoulders of parents led to a quantitative and qualitative expansion of 'pedagogical' interventions in society, the (auto) didacticisation of parental identities, and a strengthening of parents' ability to engage in pedagogical reflexivity.","Klíčová slova: Czech Republic, school closures, remote learning, family, COVID-19"
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0003_ignorance-as-a-factor-in-the-inconsistent-regulation-of-domestic-violence-against-women-as-mirrored-in-the-covi.php,Nevědění jako faktor v nepravidelné regulaci domácího násilí na ženách v zrcadle pandemie covidu-19,"Blanka Nyklová1, Dana Moree2, Vanda Maufras Černohorská1","1
Sociologický ústav AV ČR, v. v. i., Praha;2
Fakulta humanitních studií, Univerzita Karlova, Praha","In this article, we interpret some of the findings from an extensive explorative qualitative study conducted from April to December 2020 that used semi-structured interviews, interviews with clients of an assistance-providing organisation, and analyses of concrete cases from the period of the first pandemic lockdown in the Czech Republic. Domestic violence, especially in the form of intimate partner violence against women, was expected to grow in intensity as a result of the social crisis triggered by the COVID-19 pandemic. The government of the Czech Republic did not introduce any special measures to address this during any of the lockdowns or as part of any counter-pandemic measures. To interpret the analysis, we deploy a conceptualisation of ignorance. Ignorance in the area of domestic violence is reflected in the inconsistency of the system of assistance, and this was observed during the pandemic as well. Ignorance is shown to be integral to the system of assistance to domestic violence survivors and a key factor in its efficiency. The article also brings concrete insights into the effects of ignorance, which could be used as a basis for introducing practical changes to the system of assistance to survivors of domestic violence.","Klíčová slova: violence against women, gender-based violence, forms of ignorance, system of assistance"
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0004_everything-s-the-same-everything-s-halted-quarantine-in-a-home-for-people-identified-as-disabled.php,"„Všechno stejný, všechno zastavený“: Karanténa v „domově“ pro lidi označené za postižené","Michal Synek1, Dana Hradcová2, Radek Carboch2","1
Centrum pro teoretická studia, Společné pracoviště UK a AV ČR, Praha;2
Fakulta humanitních studií UK, Praha","While many evaluations of the response from residential social services to the COVID-19 pandemic have pointed to high mortality rates and human rights violations, some have given a positive assessment of their performance. Whatever the verdict, it is a fact that the clients of residential social services were subject to stricter and longer lockdown measures than the rest of the population. Our ethnographic research describes the lockdown technologies used at Home F, a residential institution for people identified as disabled. Setting out from the assumption that freedom is not the antithesis of some united regulatory regime but is the result of the intersection of various repertoires and logics of influence, the research analyses the 'passages' that regulate relations between the clients and their surroundings before and during the pandemic. It shows that the regulatory mechanisms that were put in place to facilitate an effective pandemic response do not constitute a new apparatus but only an intensification of technologies already in place. With the aim of mitigating risk, they delegitimise the needs of clients, render relations dependent on obedience, and pass moralised judgements on behaviour. Such 'pedagogical arrangements' cause emotional suffering and do not leave much space for freedom. In the discussion in the article we link our findings to the current debates about the productivity of power and (post)critical pedagogy, concluding that while pedagogy necessarily accompanies the management of risks, a critical gesture that delegitimises the interests and opinions of the objects of pedagogy may not be the most appropriate pedagogical method available.","Klíčová slova: residential institutions, COVID-19 pandemic, lockdown measures, risk management, building maintenance, pedagogical relations, post-critical pedagogy"
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0008_pred-oponou-za-oponou-a-proti-proudu-gerlinda-smausova-smaus-13-12-1940-8211-1-6-2022.php,"Před oponou / za oponou a proti proudu. Gerlinda Šmausová/Smaus, 13. 12. 1940 – 1. 6. 2022","Libora Oates-Indruchová, Miroslav Dopita, Dana Sýkorová",,,
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0007_tomas-dosedel-promena-role-vzdelani-v-dobe-ctvrte-prumyslove-revoluce.php,Tomáš Doseděl: Proměna role vzdělání v době čtvrté průmyslové revoluce,Zuzana Velenská,Fakulta humanitních studií UK,,
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0005_libor-benda-akademicka-svoboda-jako-filosoficky-problem-pravda-spravedlnost-a-profesionalni-odpovednost.php,"Libor Benda: Akademická svoboda jako filosofický problém: Pravda, spravedlnost a profesionální odpovědnost",Michaela Fikejzová,"Fakulta humanitních studií UK, Praha",,
2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0006_cennydd-bowles-etika-budoucnosti.php,Cennydd Bowles: Etika budoucnosti,Tibor Vocásek,"Fakulta sociálních věd UK, Praha",,
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0004_pandemie-jako-sociologicky-problem-individuum-pece-a-promeny-domova.php,"Pandemie jako sociologický problém: individuum, péče a proměny domova","Anna Durnová1, Jaroslava Hasmanová Marhánková2, Ondřej Císař2, 3","1
Universität Wien;2
Fakulta sociálních věd UK, Praha;3
Sociologický ústav AV ČR, v. v. i., Praha",,
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0001_working-from-home-work-family-conflicts-and-partnership-quality-during-the-covid-19-pandemic.php,"Práce z domova, konflikty mezi prací a rodinou a kvalita partnerství v době pandemie covidu-19","Dominika Sladká, Martin Kreidl","Fakulta sociálních studií, Masarykova univerzita, Brno","During the Covid-19 pandemic in the Czech Republic, there was a sharp increase in the share of people working from home. It is predicted that working from home will continue to be a common form of work after the crisis. In this article, we investigate whether and how working frequently from home during the pandemic was associated with work-family conflict and how the strength of the association varied between different groups of people depending on gender, education, employment, and the presence of children in the household. We also examine what connection existed between role conflicts and the quality of a partnership. To answer these questions we analysed data from the 'Czech GGS Covid Pilot Study' from December 2020 and found that working frequently from home was associated with more frequent work-family conflict. Respondents experienced more problems performing their family role (e.g. they were too tired to do housework) than their role as an employee. As the intensity of work from home increased, however, respondents tended to report more frequent problems performing their role as an employee (e.g. family responsibilities made it difficult for them to concentrate on work). The association between working from home and work-family conflict differed significantly depending on the gender and the presence of children in the household. For men and parents of children under the age of 15, working from home was more significantly associated with work-family conflict. People who often experienced work-family conflict also more often considered breaking up with their partner. Working from home thus became a significant stressor for family life during the pandemics.","Klíčová slova: working from home, Covid-19, Generations and Gender Survey, work-family conflict, partnership quality"
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0002_increased-childcare-demands-during-the-covid-19-pandemic-care-as-a-burden-or-an-opportunity.php,"Zvýšené nároky péče o děti v době pandemie covidu-19: péče jako břemeno, nebo příležitost?","Radka Dudová, Alena Křížková","Sociologický ústav AV ČR, v. v. i., Praha","The article focuses on how parents of school and younger children experienced school closures associated with the Covid-19 pandemic in the Czech Republic. Using an intersectional approach in qualitative research, we examine how parents coped with the increased demands of childcare and how their perception of childcare changed during the pandemic. More generally, we ask whether the pandemic situation was an opportunity for greater recognition and valuation of care. We present an analysis of serial qualitative interviews with 32 solo mothers and 19 parents living in couples that were conducted between the spring of 2020 and the summer of 2021. Parents had a both positive and negative experience of care during the Covid-19 pandemic. The first school closure in the spring of 2020 was perceived as a rather positive opportunity to step outside the course of everyday life. However, as the pandemic continued, the long-term negative effects that the increased care duties during lockdown had on people and especially mothers became apparent: a worsening labour market position, a deteriorating economic situation, and an increasing dependence of women on male breadwinners or on the social support system. The pandemic highlighted the paradox of reproductive work in late capitalism and showed how childcare has no market value in itself. Although in the first period of the pandemic parents experienced care to some extent as an opportunity, a source of meaning, and a rediscovered value, overall the pandemic did not lead to a greater recognition or valuation of care in society.","Klíčová slova: care, pandemic Covid-19, risk, gender, parenting"
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0003_gender-and-changes-in-the-division-of-labour-in-households-with-children-during-the-covid-19-pandemic.php,Gender a změny v dělbě práce v domácnostech s dětmi v době pandemie covidu-19,"Hana Hašková1, Radka Dudová1, Lenka Formánková1, Hana Maříková1, Libora Oates-Indruchová2, Markéta Švarcová1, Marta Vohlídalová3","1
Sociologický ústav AV ČR, v. v. i., Praha;2
Univerzita Graz;3
AMBIS Vysoká škola, Praha","The article ties in with the scholarship on the impact of the Covid-19 pandemic on gender equality. Based on a qualitative analysis of interviews with parents of children under 12, we examine the processes that led to the increase or dismantling of the gender division of labour in families during the first nationwide lockdown. Using the concepts of path dependency and 'doing' and 'undoing' gender, we explain the strategies couples with children used to adapt to the enormous increase in reproductive work in the family during lockdown. 'Doing gender' practices witnessed during lockdown included an acceptance of the increased care work as the responsibility of women, ensuring 'a room of one's own' only for men, and separating the public and private sphere only for men. Practices that led to 'undoing gender' involved mainly the explicit negotiation between partners of the division of labour during the lockdown and the organisation of reproductive work in 'shifts'. The division of labour within a couple before the pandemic proved to be crucial for what strategy they chose to adapt to the lockdown. According to our findings, extending the egalitarian division of labour has led to greater satisfaction among partners and indicates greater societal resilience to crises.","Klíčová slova: pandemic, Covid-19, division of labour, doing gender, undoing gender"
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0007_katerina-nedbalkova-ticha-drina-delnictvi-a-trida-v-tovarne-bata.php,Kateřina Nedbálková: Tichá dřina. Dělnictví a třída v továrně Baťa,Tomáš Schejbal1,"1
Filozofická fakulta, Univerzita Hradec Králové",,
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0006_hedvika-novotna-ondrej-spacek-magdalena-stovickova-jantulova-eds-metody-vyzkumu-ve-spolecenskych-vedach.php,"Hedvika Novotná, Ondřej Špaček, Magdaléna Šťovíčková Jantulová (eds.): Metody výzkumu ve společenských vědách",Lucia Kočišová1,"1
Centrum spoločenských a psychologických vied SAV, v. v. i., Bratislava",,
2022,4,/magno/csr/2022/mn4.php,/artkey/csr-202204-0005_leon-festinger-henry-riecken-stanley-schachter-kdyz-se-proroctvi-nesplni-studie-skupiny-ktera-predpovedela.php,"Leon Festinger, Henry Riecken, Stanley Schachter: Když se proroctví nesplní: studie skupiny, která předpověděla konec světa",Helena Dyndová1,"1
Fakulta filozofická, Univerzita Pardubice",,
2022,3,/magno/csr/2022/mn3.php,/artkey/csr-202203-0001_how-empirical-social-research-gained-ascendancy-in-post-war-france.php,How Empirical Social Research Gained Ascendancy in Post-War France,Hynek Jeřábek,"Faculty of Social Sciences, Charles University, Prague","Sociology changed significantly in Europe after the Second World War. An interest in research with practical applications began to prevail. This article explains how this transformation came about in France and what contributed to the change. Sociologists at the Sorbonne were the first to actively support the use of an empirical approach in the social sciences. In this connection they invited Paul Lazarsfeld, one of the founders of the Columbia school of sociology, to spend a year at the Sorbonne in 1962. Drawing on archive sources, this article reveals the factors that lay behind the creation of an original three-volume anthology of methodological writings that was the outcome of collaboration between Lazarsfeld and Raymond Boudon. They compiled this anthology in French with the aim of promoting this new research paradigm among social scientists in France. The article examines the structure of this French methodology textbook, analyses the thematic orientation of the articles, and notes different works that were jointly authored by French and American scholars. On a second sabbatical at the Sorbonne in 1967, Lazarsfeld followed up on this publishing activity and further pursued his primary interest - the methodology of data analysis.","Klíčová slova: France, Paul Lazarsfeld, Raymond Boudon, Sorbonne, methodology of empirical social research"
2022,3,/magno/csr/2022/mn3.php,/artkey/csr-202203-0002_why-women-leave-earlier-what-is-behind-the-earlier-labour-market-exit-of-women-in-the-czech-republic.php,Why Women Leave Earlier: What Is Behind the Earlier Labour Market Exit of Women in the Czech Republic,"Radka Dudová, Kristýna Pospíšilová","Institute of Sociology, Czech Academy of Sciences, Prague","The article examines the factors that intervene in decisions to leave the labour market in the Czech Republic from a gender perspective. It uses binary logistic regression to identify the variables that predict the economic inactivity of men and women at the age of 60 plus and the interactions of variables to examine whether the factors that determine when people exit the labour market are the same for men and women. The analysis uses data from the Labour Force Study (LFS) collected in the fourth quarter of 2017 and focuses on people between the ages of 60 and 69 and five independent variables: gender, education, pension eligibility, marital status, and type of job. It studies how gender intersects with other characteristics in the decision to retire from the labour market. Although pension eligibility is the central predictor of economic inactivity after the age of 60, when eligibility is controlled for here, it is evident that gender, education, job type, and marital status all influence the timing of labour market exits. Women leave work earlier than men, and this is found to be true even when we control for their education or pension eligibility. They are also more likely than men to leave work even if they are not yet eligible to collect a pension. The effect of education is not as straightforward for women as for men: women with the lowest and with the highest levels of education are more likely to continue to work than men with the same educational attainment. Policies to prolong people's working lives may thus have a different impact on each gender.","Klíčová slova: retirement, pension, gender, ageing, extended working lives"
