id,year,issue,issue_link,article_link,title,authors,first_author_gender,affiliation,annotation,tags,language,topic,top_n_words,representative_document,prob_politics,probs_education,prob_gerontology,prob_gender,prob_parenting,prob_spacetime,prob_migration,prob_partnership,prob_culture_media,prob_housing,prob_rural,prob_environment,prob_methodology,dim1,dim2
133,2020,6,/magno/csr/2020/mn6.php,/artkey/csr-202006-0004_the-economy-and-governance-as-determinants-of-political-trust-in-europe-an-analysis-of-the-european-values-stu.php,"The Economy and Governance as Determinants of Political Trust in Europe: An Analysis of the European Values Study and World Values Survey, 1990-2019",Marta Kołczyńska,female,"Institute of Political Studies of the Polish Academy of Sciences, Warsaw","Trust in state institutions is essential for the stability and legitimacy of political regimes. Understood in evaluative terms, political trust has often been linked to the performance of the state and its institutions. The macrolevel sources of trust, however, are not well understood owing to the scarcity of empirical tests beyond cross-sectional analyses. This paper examines economic performance and the quality of governance as determinants of political trust in Europe. The analysis relies on data from the European Values Study and the World Values Survey between 1990 and 2019, covering 42 European countries surveyed at least twice. The modelling strategy explicitly distinguishes between-country variation from within-country variation in macrolevel characteristics, enabling the examination of cross-national and longitudinal effects. The results provide evidence of associations between economic performance – economic development and unemployment – and political trust in the expected directions, with some differences across European regions. Further, countries with less corruption tend to enjoy higher political trust, but the effects of changes in the level of corruption on trust depend on the corruption indicator used. Finally, improvements in the quality of electoral democracy are associated with declines in political trust.","political trust, public opinion, institutional performance, economic development, unemployment, democracy, corruption, cross-national research",english,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,FALSE,0.1166016875036672,0,0,0,0,0,0,0,0,0,0,0.05741323292942609,0,4.0874643,4.6192174
166,2020,3,/magno/csr/2020/mn3.php,/artkey/csr-202003-0004_climate-change-and-the-transition-movement-in-eastern-europe-the-case-of-czech-permaculture.php,Climate Change and the Transition Movement in Eastern Europe: The Case of Czech Permaculture,Marta Kolářová,female,"Institute of Sociology, Czech Academy of Sciences, Prague","This paper focuses on a grassroots community movement addressing climate change: the transnational Transition (Towns) movement. While this movement has mainly spread to Anglophone countries, it is almost entirely absent from Eastern Europe and the Czech Republic in particular. The aim of this paper is to explain why the Transition movement—a grassroots community initiative—has not been successfully adopted in the post-socialist Czech Republic, and why the issue of climate change has not become an important frame for the local permaculture movement which introduced the idea of Transition to the country. The paper presents an analysis of ideological frames and framing processes of the local movement. Reasons identified for the movement’s absence from the Czech Republic include the fact that it was largely overshadowed by the broader post-socialist transformation in Eastern Europe, that there was little public awareness of climate change and no real culture of community organising in the post-socialist period, and that a strong climate scepticism was promoted by Czech political elites. Other reasons relate to the ideological frames of the local permaculture movement, which is centred more on prognostic and mobilising frames, combined with a positive agenda and an emphasis on practical activities, and revolves around individualised strategies and frames in which permaculture and a nature religion (Anastasian spirituality) are linked to the concept of a ‘family homestead’. The research draws on in-depth interviews with permaculture practitioners, media analysis, the study of documents, and participant observation.","climate change, social movements, Transition, community, permaculture",english,Environment,environmental - change - movement - values - crisis - behaviour - pandemic - postsocialist - private - eastern,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,5.7364855,5.153436
350,2018,1,/magno/csr/2018/mn1.php,/artkey/csr-201801-0001_women-researchers-in-the-age-of-the-five-x2011-year-plan-and-in-the-age-of-competition-women-s-research-caree.php,Vědkyně v době pětiletek a v době soutěže: ženské vědecké dráhy před rokem 1989 a po něm,Marta Vohlídalová,female,"Sociologický ústav AV ČR, v.v.i., Praha","The paper focuses on the changes that have occurred in women's academic research careers and compares two generations: women who built their career under state socialism (before 1989) and the contemporary young generation of women. It aims to contribute to the discussion of how the current transformation of science and the academic work environment has impacted gender equality and women's careers in academia. A life-course approach is used to analyse the interplay between individual, institutional, and structural barriers in women's careers. Drawing on in-depth narrative interviews, the analysis focuses on the interaction between academic research work paths, institutional and organisational conditions, and family paths and examines the milestones that formed the career paths of women now and in the past, how the dynamics of an academic research career have changed, and how the ways and conditions for combining work life and motherhood have changed. The author argues that the neoliberal transformation of the academic labour market and current Czech family policy leave women increasingly less able to fit their life biography into their preferred career model than they could before 1989.","gender, academia, research, life-course, women, careers",czech,Education,educational - education - students - school - higher - secondary - values - socioeconomic - status - socioeconomic status,FALSE,0,0.07011740778116227,0,0,0.07042988682940574,0,0,0.05665318025253058,0,0,0,0,0.08441802188010339,9.239908,6.0944343
894,2012,4,/magno/csr/2012/mn4.php,/artkey/csr-201204-0008_the-effect-of-sibship-size-on-school-achievement-in-mathematics-reading-and-science-in-the-czech-republic.php,"Vliv počtu sourozenců na matematickou, čtenářskou a přírodovědnou gramotnost v ČR","Marta Hirschová, Martin Kreidl",female,"Fakulta filozofická, Západočeská univerzita, Plzeň;Fakulta sociálních studií, Masarykova univerzita, Brno","This paper investigates the effect of family size on educational achievement of 15-year-old students in the Czech Republic in 2003. The authors find that a continuous measure of the number of co-residing siblings has a negative effect on school achievement and that this effect persists (somewhat reduced in size) even when controlling for family structure, parental education, type of school, and year at school. They find no interactions between family size and other variables in the analysis. The main finding is consistent across various methods of dealing with missing data. The authors conclude that given contemporary population trends, stratification scholars shall in the future pay more attention to model specification and shall include family size among the predictors in status attainment models if they want to obtain unbiased parameter estimates.","sibship size, educational achievement, PISA",czech,Education,educational - education - students - school - higher - secondary - values - socioeconomic - status - socioeconomic status,FALSE,0,0.3235961705832079,0,0,0.0588059259911885,0,0,0.0642760580790636,0,0,0,0,0.06009799970613075,11.365058,8.142045
967,2011,6,/magno/csr/2011/mn6.php,/artkey/csr-201106-0002_the-perception-and-construction-of-sexual-harassment-by-czech-university-students.php,The Perception and Construction of Sexual Harassment by Czech University Students,Marta Vohlídalová,female,"Institute of Sociology AS CR, Prague","Abstract: The individual perception of sexual harassment and the gap between the individual and legal-institutional defi nitions of sexual harassment has been subject to intense scientific scrutiny as this is considered to be one of the reasons for the failure of anti-harassment policies. This article focuses on perceptions and constructions of sexual harassment by students and the gap between students' individual definitions and expert (mainly legislative) definitions of sexual harassment. The article centres on two main research questions: (1) how do students perceive sexual harassment (whether they construct sexual harassment as something they might encounter in everyday university life) and (2) what are the factors and dimensions that contribute to particular behaviour being labelled as sexual harassment? The study is based primarily on qualitative in-depth interviews with students, which are complemented by quantitative questionnaire data from a survey conducted between 2008 and 2009 at a Prague university. The analysis shows that even if sexual harassment by professors is not an uncommon phenomenon among students, it is constructed as a remote problem which students perceive as something that does not relate to them. Although students do not label their experience of sexist and sexualised behaviour as sexual harassment, the analysis reveals certain factors which result in the labelling of certain behaviour as sexual harassment.The most signifi cant among these factors were the explicit nature ofsexual harassment, power imbalance, situational context and the violation of individual boundaries.","sexual harassment, higher education, anti-harassment policy, Czech Republic",english,Education,educational - education - students - school - higher - secondary - values - socioeconomic - status - socioeconomic status,FALSE,0,0.05998649023583256,0,0,0.05570055366715931,0,0,0,0,0,0,0,0.06130156467277471,9.174218,5.4948673
10,2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0003_exploring-the-factorial-structure-and-criterion-validity-of-institutional-trust-in-slovakia.php,Exploring the Factorial Structure and Criterion Validity of Institutional Trust in Slovakia,"Matúš Grežo, Magdalena Adamus, Zuzana Kaššaiová",male,"Institute of Experimental Psychology, Slovak Academy of Sciences, Bratislava; Faculty of Economics and Administration, Masaryk University, Brno","The present study aims to examine the dimensionality and criterion validity of the institutional trust construct in Slovakia using a comprehensive list of thirty-three public institutions. A representative sample of 600 Slovaks first reported their level of trust in institutions and then reported on their social trust, propensity to trust, dispositional trust, and trust radius measures. A holdout cross-validation method was used to evaluate the dimensionality of the institutional trust construct. Exploratory factor analysis yielded a six-factor solution, and the confirmatory factor analysis showed a good overall fit for the five-factor solution that included the following dimensions: political institutions, foreign institutions, social services institutions, order institutions, and media institutions. All five dimensions showed weak-to-moderate relationships with interpersonal trust measures. The present study highlights that delving into the dimensionality of institutional trust may contribute to the understanding of the phenomenon within specific geographical, political, societal, and historical, characteristics of the countries.","institutional trust, political trust, media trust, factor analysis",english,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,FALSE,0.11626274321949503,0,0,0,0,0,0,0,0,0,0,0.05726086208520013,0,4.093904,4.5776305
11,2022,6,/magno/csr/2022/mn6.php,/artkey/csr-202206-0004_bourdieu-canonised.php,Bourdieu Canonised?,William Outhwaite,male,Newcastle University,"This article examines Pierre Bourdieu's canonical status among the sociologists of the second half of the 20th century. Particular attention is given to his own work, and other work inspired by his approach, on European integration and post-communist transition.","Bourdieu, canons in social theory, European integration, post-communist transition",english,Knowledge/Science,religious - knowledge - work - culture - autonomy - world - articles - communist - power - science,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,7.194445,6.608225
136,2020,6,/magno/csr/2020/mn6.php,/artkey/csr-202006-0007_1920-a-caesura-in-social-theory.php,1920 - A Caesura in Social Theory?,William Outhwaite,male,University of Newcastle,"The centenary of Max Weber's death raises the question of the wider significance of 1920 as marking a break in the history of social theory. This essay focuses on Germany and Austria, where the political break with the past was particularly sharp and the discontinuities in the social and intellectual configuration of the social sciences were most obvious. Three trends are particularly striking: the development of neo-Marxist social theory with György Lukács and Karl Korsch and the later emergence of critical theory, the polarisation between neo-positivism and interpretive sociology, and the consolidation of the sociology of knowledge.","Max Weber, Germany, social theory, generations",english,Knowledge/Science,religious - knowledge - work - culture - autonomy - world - articles - communist - power - science,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,7.189885,6.5369053
21,2022,5,/magno/csr/2022/mn5.php,/artkey/csr-202205-0001_why-teachers-do-not-take-child-sick-leave-emotional-strategies-micropolitics-and-the-self-conception-of-teac.php,"Proč učitelky nechodí na ošetřovačku? Emoční strategie, mikropolitiky a sebepojetí učitelek s malými dětmi v době pandemie","Magdalena Mouralová, Eva M. Hejzlarová",female,"Fakulta sociálních věd UK, Praha","Czechia had one of the longest school lockdowns during the pandemic in 2020 and 2021. Teachers with small children consequently faced a number of emotional dilemmas that primarily stemmed from the conflict between their role as a teacher and their role as a parent, which unfolded in the home as the one and only space in which to perform work, family care, and self-care. The paper is organised around the question of why teachers in this difficult situation did not take advantage of child sick leave, a public policy measure that could have helped them to reduce this conflict and to care for their children and their own mental health. In this study we draw on research into the emotional dimensions of public policies, micropolicies and micropolitics, and the self-conception of teachers. The analysis is based on a data sample of public policy documents, interviews with nine teachers, and discussion threads in a public Facebook group dedicated to teachers. We found that the main reasons teachers did not take child sick leave were their emotionally strongly sense of the imperatives attached to their self-conception as a teacher and supported by the micropolitics of schools, and their perception of child sick leave as representing uncertainty and failure rather than relief. Child sick leave has moreover been recognised as a public policy measure that is anchored in the modern separation of the public (work) and the private (family, care) spheres, which in the conditions of the pandemic crisis revealed its limitations.","care, teachers, emotions, micropolicies, micropolitics, self-concept, pandemic, child sick leave",czech,Others/Unclassified,institutions - exclusion - pandemic - public - schools - local - study - institutional - political - qualitative,FALSE,0,0.06465248759824778,0,0,0.1332676956562637,0,0,0.05427576086017814,0,0,0,0,0.0712504281031269,10.741394,5.415497
653,2014,6,/magno/csr/2014/mn6.php,/artkey/csr-201406-0007_between-advanced-medical-technology-and-prayer-infertility-treatment-in-post-socialist-poland.php,Between Advanced Medical Technology and Prayer: Infertility Treatment in Post-socialist Poland,Magdalena Radkowska-Walkowicz,female,University of Warsaw,"In Poland, invitro fertilisation technology (IVF) has been in use for over 25 years, garnering success and social approval. However, in 2007, a heated debate erupted on the moral, legal and economic aspects of IVF. A growing chorus of emphatic Catholic voices calls for IVF to be banned. This paper focuses on 'naprotechnology', a new actor and a fresh card in Poland's IVF debate. This method of treating infertility in accordance with the teachings of the Catholic Church is promoted as a cheaper and more effective alternative to IVF. Naprotechnology is primarily based on close observation of the female fertility cycle, but also involves pharmacological or surgical treatments. Most Polish gynecologists specialising in infertility treatments are strongly critical of the method, which is seldom referenced in international medical literature. Nonetheless, naprotechnology has considerable exposure in major Polish media outlets. The method has been debated in the Polish Parliament and is promoted by many politicians. The author argues that, despite the possible perception of naprotechnology as an emancipating force, it is in fact a form of a colonisation of the female body and strengthens traditional gender imagery and modern forms of discipline (control, confession, body regimes).Keywords: in vitro fertilisation, Catholic Church, naprotechnology, post-socialism, democratisation, PolandKeywords: in vitro fertilisation, Catholic Church, naprotechnology, post-socialism, democratisation, PolandAbstract: In Poland, invitro fertilisation technology (IVF) has been in use forover 25 years, garnering success and social approval. However, in 2007, a heateddebate erupted on the moral, legal and economic aspects of IVF. A growingchorus of emphatic Catholic voices calls for IVF to be banned. This paperfocuses on 'naprotechnology', a new actor and a fresh card in Poland's IVFdebate. This method of treating infertility in accordance with the teachings ofthe Catholic Church is promoted as a cheaper and more effective alternativeto IVF. Naprotechnology is primarily based on close observation of the femalefertility cycle, but also involves pharmacological or surgical treatments. MostPolish gynecologists specialising in infertility treatments are strongly criticalof the method, which is seldom referenced in international medical literature.Nonetheless, naprotechnology has considerable exposure in major Polishmedia outlets. The method has been debated in the Polish Parliament and ispromoted by many politicians. The author argues that, despite the possibleperception of naprotechnology as an emancipating force, it is in fact a form ofa colonisation of the female body and strengthens traditional gender imageryand modern forms of discipline (control, confession, body regimes).","in vitro fertilisation, Catholic Church, naprotechnology, post-socialism,democratisation, Polan",english,Gerontology,care - age - old - women - health - roles - body - active - relationships - role,FALSE,0,0,0,0.3383716066836366,0.09935319564037622,0,0,0,0,0,0,0,0,11.332203,4.8204436
